ano;ponto_virada;pedra;classificacao_pedra;indicador;valor_indicador
2020;Não;Ágata;2;INDE;7.177224000000001
2020;Não;Quartzo;1;INDE;6.064722
2020;Não;Quartzo;1;INDE;4.478057333333334
2020;;Ametista;3;INDE;8.891667
2020;Não;Ametista;3;INDE;7.953752000000001
2020;Não;Ágata;2;INDE;6.440002
2020;Não;Ametista;3;INDE;7.708752
2020;Não;Ametista;3;INDE;8.431252
2020;Não;Ametista;3;INDE;8.082224
2020;Não;Ametista;3;INDE;7.800001000000001
2020;Não;Quartzo;1;INDE;3.7383341666666654
2020;;Ametista;3;INDE;7.921668
2020;Não;Ametista;3;INDE;7.862503
2020;Não;Ametista;3;INDE;8.257224
2020;Não;Ágata;2;INDE;6.314166333333334
2020;Não;Ágata;2;INDE;6.41389
2020;Sim;Ametista;3;INDE;7.744167
2020;Não;Ágata;2;INDE;7.2558353333333345
2020;Sim;Topázio;4;INDE;8.733751333333334
2020;Não;Quartzo;1;INDE;4.854723333333333
2020;Sim;Topázio;4;INDE;8.539168666666667
2020;Não;Ágata;2;INDE;7.1214596666666665
2020;Não;Topázio;4;INDE;8.832500666666666
2020;Não;Quartzo;1;INDE;5.518958
2020;Não;Ágata;2;INDE;6.658610666666666
2020;Não;Ametista;3;INDE;7.355834833333334
2020;Não;Ametista;3;INDE;7.718541500000001
2020;Não;Quartzo;1;INDE;3.7799986666666663
2020;Não;Quartzo;1;INDE;5.2162495
2020;Não;Ametista;3;INDE;7.842502
2020;Sim;Topázio;4;INDE;9.075004
2020;Não;Ametista;3;INDE;8.213058666666669
2020;Não;Ágata;2;INDE;6.345836
2020;Não;Ametista;3;INDE;8.081669333333334
2020;Não;Topázio;4;INDE;8.874585000000002
2020;;Quartzo;1;INDE;5.960001
2020;Sim;Topázio;4;INDE;8.942503
2020;Não;Ametista;3;INDE;7.832084999999999
2020;Não;Topázio;4;INDE;8.478752
2020;Não;Ágata;2;INDE;6.59278
2020;Não;Topázio;4;INDE;8.845558333333333
2020;Não;Ametista;3;INDE;7.849446666666667
2020;Não;Quartzo;1;INDE;5.981250166666666
2020;Não;Quartzo;1;INDE;5.890556
2020;Não;Quartzo;1;INDE;5.0047223333333335
2020;Não;Quartzo;1;INDE;5.959792166666666
2020;Não;Ametista;3;INDE;8.125001833333334
2020;Não;Ágata;2;INDE;6.492502
2020;Não;Ametista;3;INDE;7.285002
2020;Não;Ágata;2;INDE;6.707085000000001
2020;Não;Ametista;3;INDE;7.639168666666666
2020;Não;Topázio;4;INDE;8.575835333333334
2020;Sim;Topázio;4;INDE;8.753335833333333
2020;Não;Ágata;2;INDE;7.251668666666667
2020;Sim;Ametista;3;INDE;8.221251333333335
2020;Não;Ametista;3;INDE;8.386113666666667
2020;Não;Ametista;3;INDE;7.630557666666667
2020;Não;Ametista;3;INDE;8.336252
2020;Sim;Ametista;3;INDE;8.370558666666668
2020;Não;Ágata;2;INDE;7.099168666666667
2020;Não;Ágata;2;INDE;7.1900010000000005
2020;Não;Quartzo;1;INDE;4.386945333333334
2020;Não;Ágata;2;INDE;6.113055666666667
2020;Não;Ágata;2;INDE;6.399376666666667
2020;Não;Ametista;3;INDE;8.018889999999999
2020;Não;Ametista;3;INDE;8.240834333333334
2020;Não;Ágata;2;INDE;6.6462520000000005
2020;Não;Ametista;3;INDE;7.901875833333333
2020;Não;Quartzo;1;INDE;5.112502
2020;Não;Ágata;2;INDE;6.956252
2020;Sim;Ametista;3;INDE;8.302085
2020;Não;Ágata;2;INDE;6.840002
2020;Sim;Topázio;4;INDE;8.485558666666666
2020;Não;Quartzo;1;INDE;4.4162505
2020;Não;Ametista;3;INDE;7.586252
2020;Não;Ametista;3;INDE;7.713335
2020;Não;Ágata;2;INDE;7.201112
2020;Não;Ágata;2;INDE;6.3366690000000006
2020;;Ametista;3;INDE;8.388334
2020;;Ágata;2;INDE;6.776668000000001
2020;Não;Topázio;4;INDE;8.848335333333335
2020;Não;Ametista;3;INDE;7.361390666666666
2020;Não;Quartzo;1;INDE;3.89146
2020;Não;Ametista;3;INDE;8.200002000000001
2020;Não;Topázio;4;INDE;8.508890666666668
2020;Não;Ametista;3;INDE;7.900001
2020;Sim;Topázio;4;INDE;9.461114666666669
2020;Não;Ágata;2;INDE;6.427501
2020;Não;Ametista;3;INDE;8.300001000000002
2020;Não;Ágata;2;INDE;7.1833350000000005
2020;Não;Quartzo;1;INDE;4.9156245
2020;Não;Quartzo;1;INDE;6.053335000000001
2020;Não;Ametista;3;INDE;8.064375833333333
2020;Não;Ágata;2;INDE;6.858541000000001
2020;Não;Ametista;3;INDE;7.9835415
2020;Não;Ametista;3;INDE;7.680002
2020;Não;Ametista;3;INDE;8.258057333333333
2020;Não;Ametista;3;INDE;7.470837
2020;Sim;Topázio;4;INDE;8.952223333333334
2020;Não;Quartzo;1;INDE;5.9127081666666665
2020;Não;Ametista;3;INDE;8.137224
2020;Não;Ametista;3;INDE;7.595277333333334
2020;;Topázio;4;INDE;9.096668
2020;Não;Ametista;3;INDE;8.133752000000001
2020;Sim;Ametista;3;INDE;7.582500666666667
2020;Não;Quartzo;1;INDE;4.348541
2020;Não;Topázio;4;INDE;8.5
2020;Não;Ametista;3;INDE;8.418752000000001
2020;Não;Ametista;3;INDE;7.79167
2020;Sim;Topázio;4;INDE;9.200004
2020;Não;Ágata;2;INDE;7.165556666666667
2020;Não;Quartzo;1;INDE;4.656042
2020;Não;Ágata;2;INDE;6.407502000000001
2020;Não;Ametista;3;INDE;8.175279333333334
2020;Não;Quartzo;1;INDE;5.668335
2020;Não;Ametista;3;INDE;7.813335
2020;Sim;Ametista;3;INDE;8.396044333333334
2020;Não;Ametista;3;INDE;8.325834666666669
2020;;Ametista;3;INDE;8.695001000000001
2020;Sim;Topázio;4;INDE;8.613335
2020;Não;Ametista;3;INDE;7.379792666666667
2020;Não;Ágata;2;INDE;6.816668000000001
2020;Não;Ágata;2;INDE;6.216666833333334
2020;Sim;Topázio;4;INDE;9.33542
2020;Não;Ametista;3;INDE;7.412223000000001
2020;Não;Ametista;3;INDE;7.969167
2020;Não;Quartzo;1;INDE;5.6825
2020;;Quartzo;1;INDE;5.3950000000000005
2020;Não;Ágata;2;INDE;6.443336
2020;;Ametista;3;INDE;8.848334000000001
2020;Não;Ametista;3;INDE;7.918752
2020;Não;Ametista;3;INDE;7.338057
2020;Não;Ágata;2;INDE;6.289445333333333
2020;Não;Ágata;2;INDE;7.0419453333333335
2020;Sim;Ametista;3;INDE;8.404168666666667
2020;Não;Ametista;3;INDE;7.425278666666666
2020;Não;Ágata;2;INDE;7.212501333333334
2020;Não;Quartzo;1;INDE;5.934999666666666
2020;Não;Ametista;3;INDE;7.454722
2020;Não;Ametista;3;INDE;7.687500833333334
2020;Não;Quartzo;1;INDE;4.233888
2020;Não;Quartzo;1;INDE;4.864168666666667
2020;Não;Ametista;3;INDE;8.410210333333334
2020;Não;Ametista;3;INDE;8.318544833333334
2020;Não;Ametista;3;INDE;7.978752000000001
2020;Sim;Ametista;3;INDE;8.289376333333333
2020;Não;Topázio;4;INDE;9.316669
2020;Não;Quartzo;1;INDE;5.773612
2020;Não;Ametista;3;INDE;7.780279333333334
2020;Não;Ágata;2;INDE;7.137293833333334
2020;Não;Ametista;3;INDE;7.912085
2020;Não;Ágata;2;INDE;7.131665666666668
2020;Não;Ágata;2;INDE;6.645835333333333
2020;Não;Ágata;2;INDE;6.814172000000001
2020;Não;Ametista;3;INDE;7.312779666666668
2020;Não;Ametista;3;INDE;7.808335333333335
2020;Não;Quartzo;1;INDE;4.931111666666667
2020;Não;Ametista;3;INDE;7.599446
2020;Não;Ametista;3;INDE;8.216668
2020;Não;Ametista;3;INDE;7.670558000000001
2020;Não;Ágata;2;INDE;6.662085000000001
2020;Não;Ágata;2;INDE;7.0
2020;Não;Ametista;3;INDE;7.510557333333334
2020;Não;Topázio;4;INDE;8.745557333333332
2020;Não;Ágata;2;INDE;6.957083833333334
2020;Não;Ametista;3;INDE;7.322224
2020;Não;Quartzo;1;INDE;5.682502
2020;Sim;Topázio;4;INDE;8.586392000000002
2020;Não;Quartzo;1;INDE;5.9116686666666665
2020;Não;Quartzo;1;INDE;5.535835333333334
2020;Não;Quartzo;1;INDE;5.938332666666667
2020;Sim;Ametista;3;INDE;8.113544166666667
2020;Não;Ágata;2;INDE;7.248334333333334
2020;Não;Ametista;3;INDE;8.291043
2020;Não;Ágata;2;INDE;6.841113666666667
2020;Não;Quartzo;1;INDE;5.782291333333333
2020;Não;Ágata;2;INDE;6.622917999999999
2020;Não;Ametista;3;INDE;7.426390666666667
2020;Não;Ametista;3;INDE;8.347085000000002
2020;Não;Ametista;3;INDE;8.223057333333335
2020;Não;Ametista;3;INDE;7.809445333333334
2020;Não;Ametista;3;INDE;8.033612666666667
2020;Não;Ametista;3;INDE;8.101250333333333
2020;Não;Quartzo;1;INDE;5.791112666666667
2020;Não;Ágata;2;INDE;6.578056666666668
2020;Não;Ametista;3;INDE;8.342224
2020;Não;Ametista;3;INDE;8.374169333333333
2020;;Quartzo;1;INDE;5.703335
2020;Não;Quartzo;1;INDE;5.862502000000001
2020;Não;Topázio;4;INDE;8.78125
2020;Não;Ágata;2;INDE;6.512222666666668
2020;Não;Ametista;3;INDE;8.003127333333333
2020;Não;Ágata;2;INDE;6.662084
2020;Não;Ametista;3;INDE;7.602290666666668
2020;;Ametista;3;INDE;8.651667
2020;Não;Topázio;4;INDE;8.688544833333335
2020;Não;Ametista;3;INDE;8.308752
2020;Não;Ametista;3;INDE;7.771876666666667
2020;Não;Ametista;3;INDE;8.179167666666668
2020;Não;Ágata;2;INDE;7.233337000000001
2020;Não;Topázio;4;INDE;8.783335000000001
2020;Não;Ametista;3;INDE;8.008612333333332
2020;Sim;Ametista;3;INDE;8.215626166666667
2020;Sim;Ametista;3;INDE;8.302779666666668
2020;Não;Topázio;4;INDE;8.734168
2020;Não;Ametista;3;INDE;7.521039666666667
2020;Não;Ágata;2;INDE;6.953335333333333
2020;Não;Ametista;3;INDE;8.320209166666666
2020;Sim;Ametista;3;INDE;8.17278
2020;Não;Topázio;4;INDE;8.647224666666666
2020;Não;Ametista;3;INDE;7.495419
2020;Não;Ametista;3;INDE;8.362502000000001
2020;Sim;Ametista;3;INDE;7.903127833333334
2020;Não;Quartzo;1;INDE;5.045418000000001
2020;Sim;Ametista;3;INDE;7.579446666666667
2020;Não;Quartzo;1;INDE;5.635834000000001
2020;Não;Ametista;3;INDE;8.306252
2020;Não;Ágata;2;INDE;6.958335
2020;Não;Ametista;3;INDE;7.482502
2020;Sim;Topázio;4;INDE;9.098057333333331
2020;Não;Ágata;2;INDE;6.706112
2020;Não;Ágata;2;INDE;6.742502000000001
2020;Não;Quartzo;1;INDE;4.928614333333334
2020;Não;Ágata;2;INDE;7.275557333333333
2020;Não;Quartzo;1;INDE;4.5827085
2020;Não;Quartzo;1;INDE;5.730277333333333
2020;Não;Ametista;3;INDE;7.816668666666667
2020;Não;Ametista;3;INDE;7.702085
2020;Não;Quartzo;1;INDE;5.866251
2020;Não;Ágata;2;INDE;6.8558346666666665
2020;Não;Quartzo;1;INDE;6.012498666666668
2020;Não;Ametista;3;INDE;8.356669333333334
2020;Não;Ametista;3;INDE;7.288543499999999
2020;Não;Ametista;3;INDE;7.724721333333334
2020;Sim;Topázio;4;INDE;9.233336
2020;Não;Ametista;3;INDE;7.682224000000001
2020;Não;Ametista;3;INDE;7.638334333333334
2020;Não;Quartzo;1;INDE;5.295835333333334
2020;Sim;Ametista;3;INDE;7.841669
2020;Não;Quartzo;1;INDE;4.741112333333334
2020;Não;Ametista;3;INDE;7.424375833333333
2020;Não;Ágata;2;INDE;6.519446
2020;Não;Ametista;3;INDE;7.982502
2020;Não;Topázio;4;INDE;8.664586
2020;Não;Ametista;3;INDE;7.393334666666667
2020;Não;Ametista;3;INDE;7.965557333333334
2020;Não;Quartzo;1;INDE;5.838957500000001
2020;Não;Quartzo;1;INDE;6.027084833333334
2020;;Ágata;2;INDE;6.566667000000001
2020;Não;Quartzo;1;INDE;5.283540833333333
2020;Não;Ágata;2;INDE;6.19875
2020;Não;Quartzo;1;INDE;6.068611666666667
2020;Não;Ametista;3;INDE;8.470210166666668
2020;Não;Ametista;3;INDE;7.342223333333333
2020;Não;Ametista;3;INDE;7.556458833333334
2020;Não;Ametista;3;INDE;7.580834333333334
2020;;Ágata;2;INDE;6.570001
2020;Não;Ametista;3;INDE;7.457292333333335
2020;Não;Ágata;2;INDE;6.560557333333334
2020;Não;Quartzo;1;INDE;5.504166166666667
2020;Sim;Topázio;4;INDE;9.616671
2020;Não;Ametista;3;INDE;7.748336
2020;Não;Quartzo;1;INDE;4.515278666666667
2020;Não;Ametista;3;INDE;7.741390666666668
2020;Não;Ágata;2;INDE;6.487222666666668
2020;Não;Quartzo;1;INDE;5.227220000000001
2020;Não;Quartzo;1;INDE;5.785002
2020;Não;Ágata;2;INDE;7.048958833333334
2020;;Ágata;2;INDE;7.016667999999999
2020;;Ágata;2;INDE;6.890001000000001
2020;Não;Ágata;2;INDE;6.277778666666666
2020;Não;Ágata;2;INDE;6.147084
2020;Não;Quartzo;1;INDE;6.004582666666666
2020;Não;Quartzo;1;INDE;5.708056666666667
2020;Não;Ágata;2;INDE;6.906668
2020;Não;Quartzo;1;INDE;6.067778
2020;Não;Ágata;2;INDE;7.159376333333334
2020;Não;Ametista;3;INDE;8.003890666666667
2020;Sim;Topázio;4;INDE;8.626253
2020;Não;Topázio;4;INDE;8.600003000000001
2020;Não;Ametista;3;INDE;7.811252000000001
2020;Não;Ágata;2;INDE;7.201112666666667
2020;Não;Ágata;2;INDE;6.569166666666667
2020;Não;Ametista;3;INDE;8.470279333333334
2020;Não;Topázio;4;INDE;8.776947333333334
2020;Não;Quartzo;1;INDE;5.8327085
2020;Não;Ametista;3;INDE;8.261668
2020;Não;Ametista;3;INDE;7.377085000000001
2020;Sim;Topázio;4;INDE;9.219448333333334
2020;Não;Quartzo;1;INDE;3.831041
2020;Não;Ametista;3;INDE;7.728335333333334
2020;Sim;Ametista;3;INDE;8.195835666666667
2020;Não;Ametista;3;INDE;7.561112
2020;Não;Ametista;3;INDE;7.709585000000001
2020;Não;Quartzo;1;INDE;3.925834666666667
2020;Não;Ametista;3;INDE;7.75542
2020;Não;Quartzo;1;INDE;4.72222
2020;Não;Ágata;2;INDE;7.079375000000001
2020;Não;Quartzo;1;INDE;5.648752
2020;Não;Ametista;3;INDE;8.138752
2020;Não;Ametista;3;INDE;7.301666
2020;Não;Ametista;3;INDE;7.867223333333334
2020;Não;Ametista;3;INDE;7.730002000000001
2020;Não;Ametista;3;INDE;7.767919
2020;Não;Ágata;2;INDE;6.893959333333333
2020;Sim;Ametista;3;INDE;7.776669999999999
2020;Não;Ametista;3;INDE;7.694168666666667
2020;Não;Ametista;3;INDE;8.25
2020;Não;Topázio;4;INDE;8.631250000000001
2020;Sim;Ametista;3;INDE;7.778336
2020;Não;Ágata;2;INDE;7.008611666666667
2020;Não;Ágata;2;INDE;6.792780666666667
2020;Não;Ágata;2;INDE;6.966111333333335
2020;Não;Topázio;4;INDE;8.818057333333334
2020;Não;Ametista;3;INDE;8.340419
2020;Não;Ametista;3;INDE;7.590002
2020;Não;Ametista;3;INDE;7.794168000000001
2020;Não;Ametista;3;INDE;8.004724
2020;Não;Ametista;3;INDE;8.431669
2020;Não;Ametista;3;INDE;7.588752
2020;Não;Quartzo;1;INDE;6.066944666666666
2020;Não;Quartzo;1;INDE;5.550414999999999
2020;Não;Ametista;3;INDE;7.709168666666667
2020;Não;Quartzo;1;INDE;5.546668666666667
2020;Não;Quartzo;1;INDE;5.688333333333334
2020;Não;Ágata;2;INDE;6.325276333333333
2020;Não;Quartzo;1;INDE;5.660002
2020;Não;Ametista;3;INDE;7.861945333333334
2020;Não;Ágata;2;INDE;6.730835000000001
2020;Não;Ágata;2;INDE;6.437778666666668
2020;Não;Ametista;3;INDE;7.851389666666667
2020;Não;Ágata;2;INDE;7.044585
2020;Não;Ametista;3;INDE;8.070001999999999
2020;Não;Ametista;3;INDE;7.458336000000001
2020;Sim;Topázio;4;INDE;8.703753666666667
2020;Não;Ametista;3;INDE;7.940418
2020;Não;Ametista;3;INDE;7.993333000000001
2020;Não;Quartzo;1;INDE;5.075208833333333
2020;Não;Quartzo;1;INDE;5.955279
2020;Sim;Topázio;4;INDE;8.890836
2020;Não;Ametista;3;INDE;8.154376000000001
2020;Não;Ágata;2;INDE;6.502500333333334
2020;Não;Quartzo;1;INDE;5.549445666666667
2020;Não;Ágata;2;INDE;6.485277
2020;Não;Ametista;3;INDE;7.735417
2020;Não;Ametista;3;INDE;7.434168
2020;Não;Ágata;2;INDE;6.240207333333333
2020;Não;Ametista;3;INDE;7.436114000000001
2020;Não;Topázio;4;INDE;8.641250000000001
2020;Não;Ágata;2;INDE;6.824446333333334
2020;Não;Ágata;2;INDE;7.096875
2020;Sim;Ametista;3;INDE;7.727224
2020;Sim;Ametista;3;INDE;7.854724666666667
2020;Não;Quartzo;1;INDE;5.591389333333334
2020;Não;Ágata;2;INDE;7.012085000000001
2020;Não;Ágata;2;INDE;6.48
2020;Não;Ametista;3;INDE;8.103542166666667
2020;Sim;Ametista;3;INDE;8.435835666666668
2020;Não;Ágata;2;INDE;6.995835000000001
2020;Não;Topázio;4;INDE;8.812502
2020;Não;Quartzo;1;INDE;5.065416
2020;Não;Quartzo;1;INDE;4.682222333333334
2020;Sim;Topázio;4;INDE;9.198059333333331
2020;Não;Ametista;3;INDE;7.783335
2020;Não;Ametista;3;INDE;8.118749000000001
2020;Sim;Ametista;3;INDE;8.281114
2020;Não;Ametista;3;INDE;7.971252
2020;Não;Topázio;4;INDE;8.615210166666667
2020;Não;Ágata;2;INDE;6.857223333333333
2020;Não;Ágata;2;INDE;6.979172000000001
2020;Não;Ametista;3;INDE;8.091669
2020;Não;Ametista;3;INDE;8.196669
2020;Não;Ametista;3;INDE;8.388752
2020;Não;Ágata;2;INDE;6.864723333333334
2020;Não;Ametista;3;INDE;8.341669000000001
2020;Sim;Ametista;3;INDE;8.332223666666668
2020;Não;Ágata;2;INDE;7.1236120000000005
2020;Não;Ametista;3;INDE;8.450835333333334
2020;Não;Ametista;3;INDE;7.751390666666667
2020;Não;Quartzo;1;INDE;5.730206833333334
2020;Não;Ágata;2;INDE;6.381112000000001
2020;Sim;Ametista;3;INDE;7.503891
2020;Não;Ágata;2;INDE;6.508056333333332
2020;Sim;Topázio;4;INDE;9.098615
2020;Não;Ametista;3;INDE;7.889583000000001
2020;Não;Quartzo;1;INDE;5.032083
2020;Não;Quartzo;1;INDE;4.045624
2020;Não;Ametista;3;INDE;7.9133346666666675
2020;Não;Ametista;3;INDE;7.487501000000001
2020;Não;Quartzo;1;INDE;4.603611
2020;Não;Ágata;2;INDE;6.988332833333334
2020;Não;Ametista;3;INDE;7.432918
2020;Não;Ametista;3;INDE;7.857501333333333
2020;Não;Ametista;3;INDE;8.186876333333334
2020;Não;Ametista;3;INDE;7.649999999999999
2020;Não;Ametista;3;INDE;7.356112666666667
2020;Sim;Topázio;4;INDE;8.590003000000001
2020;Sim;Ametista;3;INDE;8.448612666666666
2020;Não;Ametista;3;INDE;8.080835
2020;Não;Ametista;3;INDE;8.345835333333333
2020;Não;Topázio;4;INDE;8.558752
2020;Não;Ágata;2;INDE;6.996391333333334
2020;Não;Ametista;3;INDE;7.506112
2020;Não;Ametista;3;INDE;7.706946333333334
2020;Não;Ametista;3;INDE;7.543335000000001
2020;Não;Quartzo;1;INDE;4.8113893333333335
2020;Não;Topázio;4;INDE;8.71667
2020;Não;Ágata;2;INDE;6.593890666666667
2020;Não;Ametista;3;INDE;7.633752
2020;Não;Ágata;2;INDE;6.867500666666667
2020;Não;Ametista;3;INDE;7.698057333333334
2020;Não;Topázio;4;INDE;8.799447333333335
2020;Não;Ágata;2;INDE;7.105001
2020;Não;Ametista;3;INDE;7.812502
2020;Não;Ametista;3;INDE;7.716669
2020;Não;Topázio;4;INDE;8.885835
2020;Não;Ametista;3;INDE;7.9385425
2020;Sim;Topázio;4;INDE;8.927781333333334
2020;Não;Ametista;3;INDE;8.118335333333334
2020;Não;Ágata;2;INDE;7.156668
2020;Não;Ágata;2;INDE;6.241251999999999
2020;Não;Quartzo;1;INDE;4.328750666666667
2020;Não;Ágata;2;INDE;6.5970838333333335
2020;Não;Quartzo;1;INDE;4.745832666666667
2020;Sim;Topázio;4;INDE;8.5077105
2020;;Ametista;3;INDE;8.893334
2020;Não;Ágata;2;INDE;7.1305570000000005
2020;Sim;Ametista;3;INDE;7.589375500000001
2020;Sim;Ametista;3;INDE;7.287919
2020;Não;Ametista;3;INDE;7.400002000000001
2020;Não;Ametista;3;INDE;7.648612
2020;Não;Topázio;4;INDE;8.537502
2020;Sim;Ametista;3;INDE;8.297085166666667
2020;Não;Quartzo;1;INDE;4.465625
2020;Sim;Ametista;3;INDE;8.372780333333333
2020;Não;Ametista;3;INDE;8.231250000000001
2020;Não;Ametista;3;INDE;7.526252
2020;Não;Topázio;4;INDE;9.064585
2020;Não;Ametista;3;INDE;8.427224
2020;Não;Ametista;3;INDE;8.384169
2020;Não;Ametista;3;INDE;7.745835
2020;Não;Ametista;3;INDE;7.336111333333334
2020;Não;Ametista;3;INDE;7.941252
2020;Não;Quartzo;1;INDE;5.510277666666668
2020;Não;Ametista;3;INDE;7.360557333333334
2020;Sim;Ametista;3;INDE;8.161668666666667
2020;Não;Ágata;2;INDE;7.0766670000000005
2020;;Ametista;3;INDE;8.418335
2020;Não;Ametista;3;INDE;7.671946
2020;Sim;Ametista;3;INDE;8.426390666666666
2020;Não;Topázio;4;INDE;8.659168666666668
2020;Não;Quartzo;1;INDE;5.500834
2020;Não;Ametista;3;INDE;8.032502000000001
2020;Não;Ágata;2;INDE;7.073614000000001
2020;Não;Quartzo;1;INDE;5.580831333333333
2020;Não;Ágata;2;INDE;7.1841680000000006
2020;Não;Ametista;3;INDE;8.116390666666666
2020;Não;Ametista;3;INDE;7.789724
2020;Não;Quartzo;1;INDE;5.311390666666667
2020;Não;Ágata;2;INDE;7.000417666666667
2020;Não;Ametista;3;INDE;7.886668666666667
2020;Não;Ágata;2;INDE;6.7994460000000005
2020;Não;Ametista;3;INDE;7.32
2020;Não;Ametista;3;INDE;7.5256255
2020;Não;Topázio;4;INDE;8.677223999999999
2020;Não;Ametista;3;INDE;7.736390666666667
2020;Não;Topázio;4;INDE;8.982502
2020;Não;Ágata;2;INDE;7.004444666666667
2020;Não;Ametista;3;INDE;8.114724
2020;Não;Ametista;3;INDE;7.598890333333334
2020;Não;Ametista;3;INDE;7.675002000000001
2020;Não;Ametista;3;INDE;7.8105573333333345
2020;Não;Ametista;3;INDE;7.526669333333331
2020;Não;Topázio;4;INDE;8.582085
2020;Não;Topázio;4;INDE;8.765835000000001
2020;Não;Ágata;2;INDE;6.964446
2020;Sim;Ametista;3;INDE;8.052502
2020;Não;Ametista;3;INDE;7.433890666666667
2020;Não;Ametista;3;INDE;8.473890666666668
2020;Não;Quartzo;1;INDE;4.995277333333333
2020;Não;Ágata;2;INDE;6.252775000000001
2020;;Quartzo;1;INDE;6.250001
2020;Não;Ágata;2;INDE;6.782918
2020;Não;Topázio;4;INDE;8.780002
2020;Não;Quartzo;1;INDE;3.7622213333333336
2020;Sim;Ametista;3;INDE;8.069793166666667
2020;Não;Ametista;3;INDE;7.73389
2020;Sim;Ametista;3;INDE;8.352502999999999
2020;Sim;Topázio;4;INDE;9.166669
2020;Não;Ametista;3;INDE;7.751391333333333
2020;Não;Ametista;3;INDE;8.263334666666667
2020;Não;Quartzo;1;INDE;4.701666666666667
2020;Não;Ametista;3;INDE;7.793543333333334
